"","Title","Date","User","Body","Rating","Show"
"110","Insightful, fun commentary",2018-11-07,"T_Mac_3","By drawing on the wealth of talent and experience at NPR, this podcast never fails to educate and inform me.",5,"Politics"
"111","I COULD HAVE HAD A V8",2018-08-31,"Mr. Poultry","I don’t agree with vehemence of the 2 y.o comments of Tom Thumber. But the discussion is indeed insipid. The only thing missing is the couch, the mug of coffee and the chippy weather person. Politics is also about issues, not just personality quirks and polls. While politics seems like a videogame as it’s now portrayed through the media, some hard-nosed analysis of what the big players are up to long term sure would be appreciated.",2,"Politics"
"112","So extremely biased",2018-09-11,"k8eannh","I could literally only listen to about 4 minutes of this podcast. I like to hear liberal arguments because I like to be open minded but this podcast is ridiculous. They actually say ridiculous things. In the Bret Kavanaugh day 2 episode one of the women was commenting about how Kavanaugh came off as very serious and not cuddly or lovable. Who cares about thst? Shouldn’t we want the highest court in the land to be serious and to take the law seriously? Remember the last time the country went for cuddly and lovable? We ended up with Obama which then gave us Obamacare, a failing economy, crossed red lines with Syria, and an American apology tour. This podcast is pretty dumb.",1,"Politics"
"113","Up-to-Date",2018-09-13,"ko.duh","These podcasts make me rock the political talks at bars- informal enough to understand, fact checked to be legitimate. Thank you NPR!",5,"Politics"
"114","Like it 👍",2018-09-13,"GRAZIAAE","👍👍",5,"Politics"
"115","Asma Khalid has bad takes",2018-09-14,"owenpv","I’ve been listening to this podcast for years, since adding Asma Khalid the most brining “does any of it matter” takes have been slowing the show down. Please change reporters on this. Mara is great for example.",1,"Politics"
"116","Begrudgingly unsubscribed",2018-09-15,"MicIsAlwaysOn","Love the guests and when actual discussion takes place. Do not love:

- Montonaldo’s incessant hyperbole and failure to recognize that he isn’t the smartest person in the room. He talks over people with real expertise, like Totenberg. I just can’t abide it anymore.",3,"Politics"
"117","Not Objective News",2018-09-20,"L92018","I really wanted to like this podcast but yet again was bombarded with non stop Democrat talking points and obvious bias. This is what is wrong with political discussion in this country. Stop pretending to be objective and please be honest about your biases. I wouldn’t mind this podcast if it was honest about what it is— incredibly Left leaning commentary.",1,"Politics"
"118","Funny, informative—overall a delight",2018-09-20,"Halfagrape","As a listener for over a year, I eagerly await every episode. The main group of reporters have a great dynamic and seem very happy to be on the pod.",5,"Politics"
"119","Both Sides Now",2018-09-24,"GLJ54","I wanted to like this podcast but find it too lightweight and attempting to please all. I prefer NYT’s The Daily, Stay Tuned with Preet, and The New Yorker Politics.",3,"Politics"
"120","Want to stay, but can’t",2018-09-25,"el grinchero","I have followed this podcast for years, but am forced to give it up due to its sponsorship from the Southern Poverty Law Center (02AUG2018). While NPR has never claimed to be neutral, it’s new sponsor has shown a disregard for representing the truth. Their labeling of Maajid Nawaz and Ayaan Hirsi Ali as “anti-Muslim extremists” stands out as particularly disgraceful.",4,"Politics"
"121","Informative, fun, and level headed",2018-09-27,"Drewse13","Informative and level headed. Like the jokes and “Can’t let it go” every now and then. Great way to stay informed while living abroad.",5,"Politics"
"122","Mara Liasson is hard to listen to",2018-09-28,"Bergerdude22",":/",2,"Politics"
"123","Biased",2018-09-28,"Objective News Seeker","I was hoping to find one objective news source, but unfortunately struck out again. The liberal bias is apparent. I am looking for a news source where I get the objective reporting of the news with as little spin as possible. I know everyone has a perspective, but please at least get some diversity on your panel. If anyone finds a good non biased news source, please let me know.",1,"Politics"
"124","Unsubscribing",2018-09-29,"mk92071","Ok to bad show. Sometimes cringeworthy. Can’t believe we give taxpayer money to NPR.

Update: Been listening for about 3 years, but the show has been consistently bad the last few weeks. I’m unsubbing. It’s just not good commentary and wastes my time. If you ignore the poor commentary, it’s an ok source of news.",1,"Politics"
"125","Wow...",2018-09-29,"Dannnny201010","Would it hurt to have someone with a differing view point. This isn’t lean left this is 10 miles to the left.",1,"Politics"
"126","Unfortunately one sided.",2018-09-30,"LLSSSTTTTT","The reporters are intelligent and well-spoken but their bias is never masked nor is their dislike of Trump. All of this is fine if it wasn’t being recorded on NPR. Please either hire a non-democrat or at least discuss views other than Democrats. It is insulting to those of us who want intelligent discussion of both sides of every political issue.",2,"Politics"
"127","News Made Fun",2018-10-01,"Scam app broken worst","I love hearing the “Politics” — CURRENT Politics explained via Tamara Keith’s familiar wit and the rest of the team’s unique expertise and perspectives. Thanks for making me laugh a bit at the crazy political world of today!",5,"Politics"
"128","Obviously biased",2018-10-03,"Elías Ruelas","I’ve listened to NPR over the past several years because I do find their commentaries thought provoking and interesting. Nevertheless there definitely exists a strong left wing bias. This has been evident during Trump’s election and the Republican primary that preceded it and is now also been especially evident during the Kavanaugh hearings. I will continue to listen to NPR’s commentaries because I like to be aware of various views. But I cannot count on NPR for fairness, objectivity, or, frankly, accurate news.",2,"Politics"
