Title,Date,User,Body,Rating 
Unable to pause and finish later,02/11/2016,Shaydoh33,"I would absolutely give this podcast 5 stars because they find topics that I didn't even know I was interested in! However, I am always frustrated that I can't start an episode and finish it later. If I pause or rewind, the ENTIRE episode RESTARTS. I am honestly considering unsubscribing because of how annoying this feature is.",1
Love it,02/17/2016,Primrose fan,"Great variety of relevant interviews with interesting & knowledgable guests. If I haven't been able to listen all podcasts in a week, the 'Best of' weekly wrap-up is a good alternative, and if I want more of a particular interview I can circle back and listen to the full piece.",5
Ok,02/17/2016,Who? Who?,Ok,5
I've always loved this show,02/17/2016,DireEchznyne,I've listened to this show on the radio for a long time. I like the variety of people that Appear on the show. Musical guest put on pretty awesome performances. And Terry Gross is a wonderful host.,5
Great interviews!,02/18/2016,Oconnor90290,"Terry Gross is a terrific interviewer, with a lot of great guests and topics covered.",5
Great podcast!,02/22/2016,CBerne,Great interviews and there are so many episodes released weekly that if I'm not interested in the guests I don't think much about skipping. Terri is the best interviewer I know of.,5
From WHYY,03/02/2016,DeathsquadBayArea,"This is my favorite thing to listen to while driving, at home whenever. Terry Gross is the best interviewer ever.",5
I love everything but the Jazz,03/03/2016,smithe27,The *only* thing that makes me stop a Fresh Air podcast is the Jazz. Simply brilliant.,5
Radio Podcast,03/04/2016,Quarterback Star,Excellent interviews with very good questions and guests.,5
"Great show, but technical glitch",03/09/2016,Alissa Friedman,"Would love to be able to listen to episodes on the Downcast podcast app, but the feed isn't showing new episodes there.",3
The Best Podcast,06/24/2015,armanbn,"It is by far the best podcast I have been listening to since years covering so many topics I am interested in (politics, movies, TV shows, art, music, etc.)",5
Great show,06/29/2015,Saj in ny,npr has such great radio shows,5
I love having Terry Gross in my pocket,07/20/2015,JazzGomez,This show is always a great listen. I wish more care was taken to make sure the clips from movies and TV shows contained fewer spoilers. But now I wait until after I've seen the movies or shows to listen to the interviews about them. It encourages me to stay current with pop culture.,5
"I'd like it a whole lot more, but",07/23/2015,zav,"It seems to have an insistence to cover gay issues way too much. Seriously, gay this and gay that and interviewing trannies is nothing that I want to hear anything about.",1
Ugh,07/24/2015,dyspepsiac,"Terry Gross is the worst interviewer. She’s awkward, inappropriate, and somehow both over- AND underprepared.",1
Disappointed,08/30/2015,Sì pò,"As of lately I find my self listening less and less of fresh air. It seems that the topic of homosexuals and ""blacklivesmatter"" keeps coming up or being twisted into the interviews. It's never anything educational rather opinions that don't need to be shared on fresh air condoning these behaviors.",1
Author ( Out From The Shadow Of Men),09/02/2015,Laila El-Sussi,"NPR is my favorite show. Just wish they reply to my request to discuss my book mentioned above. I speak in schools, libraries and Universities. It about Egyptian culture, heritage, tradition and how it is affecting every day lives of Egyptian young girls and women. Very hot subject that needs NPR Ira Glass's attention.",5
No one tops Terry's interviews,09/13/2015,Gvghfcb,"No better way to stay on top of important current events than this show. Always thought provoking, fascinating, and smart.",5
Boo,09/16/2015,Goodfella937,Boo,1
Horrible,09/20/2015,Zxcvbnm high,"A cesspool of leftist ideologues, identity politics, race baiting, cultural Marxism, Alinskyite tactics, and Stalinist political correctness",1
Left-wing Nonsense,10/05/2015,Me23456789arf,Who would listen to a podcast of an already commercial-free left-wing government-sponsored radio show? The sheep.,1
Terry Finally Speaks to a Visual Artist,10/09/2015,Redsparkyred,"So happy to hear Terry speak to Andy Goldsworthy.

Keep the artists coming, Terry!",5
It's great.,10/16/2015,Zolbum,Produce more!!,5
I <3 TG,10/26/2015,JerkyChid,I actually get angry when I don't hear Terry on.,5
Good interviews,10/29/2015,Jzzzzxxxx,Ranging topics and you learn a lot!,5
flawless,11/04/2015,rilokatie,I feel so incredibly lucky to have terry gross and her incredible interviews on demand with this podcast.,5
Where is the P in NPR?,11/20/2015,JanHBlack,"Love the broadcast, and used to love the podcast when I missed the other.
The recent addition of ads mid-cast are a terrible distraction and I am back to broadcast only.",1
One of the best interview shows in any medium,11/28/2015,ListenerWhileRiding,"Funny, interesting, guests with a great interviewer. One of the best in any medium.",5
Usuallly prety good,12/04/2015,Azmatomic,"Usually pretty good if you can stomach the liberal, progressive, gay-agenda bias.",2
Best,12/14/2015,Gjkngr67ibr44wf,Always interesting content.,5
"Love the subjects, hate the format",01/30/2015,Skyfuz,"Why, oh why did you go back to the old format of having the whole show on one podcast? I LOVED being able to listen to topics of interest and skip the others.",2
Love the Whole Episodes,01/30/2015,erichaynes,I’ve been listening to this podcast (and radio show) for most of my life and was very disappointed when the podcast was split up into segments. I would have been ok with it if the segments played in order but that never happened and sometimes it depended on what downloaded or didn’t download and all that itunes/iphone non-sense. However i was so happy recently when you guys started putting out whole episodes again. Please do not stop. This show has integrity as a show. It is not a series of disjointed clips. Please just keep doing this.,5
please go back to the separate stories!,01/31/2015,laksjdhfg,"Fresh Air is one of the greatest shows ever, and part of that greatness is the huge variety of content. Which means that NO ONE is interested in every single thing you put out. Hell, even Terry Gross is obviously uninterested sometimes. So why did you go back to the all-in-one format that makes it extremely difficult to skip stories? You don't even tell us how long each one is, so we have to just scroll around trying to find the end of a story. I, for one, will be listening a lot less, just because it's a lot easier to just delete the whole episode than to deal with figuring it out. After all, if I wanted to hear the whole show every day, I could listen on the radio, or stream from the zillion radio stations and apps that offer it on demand! Please go back to making the podcast useful as a podcast!",4
Terry Gross is a Goddess,02/04/2015,bradleywc,Love this show. Keep on doing what you’re doing.,5
Separate please!,02/09/2015,NeilNFW,"I have to agree with the other listeners advocating separating the reviews from the main podcast. The short review podcasts were what drew me to Fresh Air in the first place,. At the very least, timestamps could be very helpful in allowing us to skip the long-form interviews at times when I am not interested.",4
Bring back short segments,02/11/2015,NW Cairn,Wonderful show! But am disappointed with the decision to present in hour long segments. I liked each segment broken out. Made it easier to choose what content I wanted to listen to & when. Now I have to forward through if I want to hear the reviews or smaller segments & I find myself now not going back to hear the main or meatier interviews.,3
fddd,02/11/2015,menu didn't,fddd,3
Please Bring Back the Separate Segments!,02/12/2015,Spea515,"I love Fresh Air! This show is a must have on everyone’s podcast list. But, please, please, bring back the segments being broken out into their own audio files!! Sometimes I want to save one of the short reviews, but not the longer lead segment, and vice versa. It would be greatly appreciated! Thanks for the great podcast!",5
Why did you change the format?,02/13/2015,Christa Lu,This app was much better when it split apart the stories. Now it is not clear from the title what topics are covered in an episode. Also sections I am interested in are buried at the end of a 50 min episode I am not interested in but I don't know where the portion I want starts. I have greatly reduced dowloading/listening since this change. Please bring back the old format.,2
